"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","VALENCIA","061","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","-5,901,000","46.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","VALENCIA","061","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","-3,672","7.0"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","CHAVES","005","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","35,164,000","8.0"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","CHAVES","005","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","59,098","10.2"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","DONA ANA","013","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","28,927,000","9.9"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","DONA ANA","013","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","13,245","15.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","EDDY","015","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","19,460,000","19.2"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","EDDY","015","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","35,318","21.9"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","LEA","025","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","23,715,000","18.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","LEA","025","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","51,555","16.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","LINCOLN","027","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","500,000","(H)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","LINCOLN","027","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","1,381","(H)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","OTERO","035","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","1,781,000","64.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","OTERO","035","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","3,664","59.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","CATRON","003","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","-1,376,000","77.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","CATRON","003","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","-3,922","11.3"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","GRANT","017","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","803,000","(H)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","GRANT","017","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","1,974","89.7"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","HIDALGO","023","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","10,407,000","(H)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","HIDALGO","023","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","60,858","(H)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","LUNA","029","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","9,372,000","26.7"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","LUNA","029","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","49,327","19.5"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","SIERRA","051","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","4,066,000","(H)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","SIERRA","051","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","15,884","(H)"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","SOCORRO","053","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","5,431,000","59.1"
"CENSUS","2012","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","SOCORRO","053","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","7,714","52.9"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTH CENTRAL","20","GILLIAM","021","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","16,429,000","28.7"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTH CENTRAL","20","GILLIAM","021","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","96,640","31.5"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTH CENTRAL","20","HOOD RIVER","027","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","-737,000","(H)"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTH CENTRAL","20","HOOD RIVER","027","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","-1,331","63.6"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTH CENTRAL","20","MORROW","049","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","89,796,000","31.1"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTH CENTRAL","20","MORROW","049","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","223,929","29.8"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTH CENTRAL","20","SHERMAN","055","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","33,247,000","14.1"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTH CENTRAL","20","SHERMAN","055","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","178,747","12.7"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTH CENTRAL","20","WASCO","065","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","20,127,000","21.0"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTH CENTRAL","20","WASCO","065","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","30,040","26.9"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHEAST","30","BAKER","001","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","15,750,000","28.4"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHEAST","30","BAKER","001","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","24,418","25.1"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHEAST","30","UMATILLA","059","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","93,808,000","12.3"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHEAST","30","UMATILLA","059","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","58,520","13.2"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHEAST","30","UNION","061","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","13,437,000","16.3"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHEAST","30","UNION","061","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","16,209","11.7"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHEAST","30","WALLOWA","063","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","13,469,000","32.3"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHEAST","30","WALLOWA","063","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","25,803","27.5"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","BENTON","003","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","20,449,000","13.7"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","BENTON","003","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","23,080","9.0"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","CLACKAMAS","005","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","58,451,000","3.8"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","CLACKAMAS","005","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","15,608","7.7"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","CLATSOP","007","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","3,379,000","12.8"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","CLATSOP","007","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","16,980","23.3"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","COLUMBIA","009","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","-3,162,000","35.0"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","COLUMBIA","009","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","-4,210","1.9"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","LANE","039","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","10,492,000","40.3"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","LANE","039","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","3,944","52.7"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","LINCOLN","041","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","377,000","(H)"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","LINCOLN","041","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","1,041","(H)"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","LINN","043","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","34,465,000","9.1"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","LINN","043","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","16,546","9.2"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","MARION","047","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","108,549,000","2.8"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","MARION","047","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","42,286","5.8"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","MULTNOMAH","051","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","16,412,000","7.3"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","MULTNOMAH","051","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","27,445","7.2"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","POLK","053","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","25,589,000","6.2"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","POLK","053","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","22,387","7.3"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","TILLAMOOK","057","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","22,017,000","8.2"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","TILLAMOOK","057","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","78,631","3.6"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","WASHINGTON","067","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","44,149,000","18.1"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","WASHINGTON","067","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","26,871","10.5"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","YAMHILL","071","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","60,344,000","3.8"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","YAMHILL","071","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","29,756","5.8"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","CROOK","013","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","5,476,000","22.3"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","CROOK","013","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","9,937","13.1"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","DESCHUTES","017","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","-14,803,000","21.5"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","DESCHUTES","017","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","-11,538","5.1"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","GRANT","023","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","1,684,000","(H)"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","GRANT","023","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","4,232","(H)"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","HARNEY","025","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","14,197,000","19.0"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","HARNEY","025","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","28,565","8.6"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","JEFFERSON","031","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","4,795,000","73.2"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","JEFFERSON","031","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","10,117","92.1"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","KLAMATH","035","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","25,682,000","18.8"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","KLAMATH","035","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","26,892","20.6"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","LAKE","037","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","22,798,000","13.9"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","LAKE","037","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","61,119","16.1"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","MALHEUR","045","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","56,045,000","8.0"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","MALHEUR","045","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","50,355","7.9"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","WHEELER","069","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","-2,948,000","72.6"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","WHEELER","069","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","-19,269","6.6"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHWEST","70","COOS","011","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","10,360,000","23.3"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHWEST","70","COOS","011","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","15,841","21.8"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHWEST","70","CURRY","015","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","2,962,000","(H)"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHWEST","70","CURRY","015","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","15,036","(H)"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHWEST","70","DOUGLAS","019","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","-4,729,000","96.6"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHWEST","70","DOUGLAS","019","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","-2,454","5.7"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHWEST","70","JACKSON","029","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","-2,527,000","(H)"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHWEST","70","JACKSON","029","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","-1,467","20.7"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHWEST","70","JOSEPHINE","033","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","-2,351,000","67.1"
"CENSUS","2012","YEAR","","COUNTY","OREGON","41","SOUTHWEST","70","JOSEPHINE","033","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","-3,811","9.1"
