Site,Country,Loca,Plot,Repe,BLK,Entry,YLD,AD,SD,PH,EH,rEPH,rEPP,nP
31,Venezuela,Toco,38,2,10,32,8.29,57,57,240,140,0.58,.,52
31,Venezuela,Toco,39,2,10,11,8.19,60,60,260,140,0.54,.,48
31,Venezuela,Toco,40,2,10,12,8.33,58,58,240,120,0.5,.,52
31,Venezuela,Toco,41,2,11,24,7.07,58,58,220,120,0.55,.,52
31,Venezuela,Toco,42,2,11,21,6.16,59,59,240,130,0.54,.,52
31,Venezuela,Toco,43,2,11,15,7.58,59,59,220,120,0.55,.,52
31,Venezuela,Toco,44,2,11,13,7.21,57,57,220,120,0.55,.,52
31,Venezuela,Toco,45,2,12,25,6.31,59,59,220,110,0.5,.,52
31,Venezuela,Toco,46,2,12,27,8.88,55,55,230,130,0.57,.,52
31,Venezuela,Toco,47,2,12,26,8.33,55,55,240,120,0.5,.,52
31,Venezuela,Toco,48,2,12,9,6.76,56,56,240,120,0.5,.,52
31,Venezuela,Toco,49,2,13,6,8.98,56,56,250,130,0.52,.,52
31,Venezuela,Toco,50,2,13,1,8.21,56,56,240,130,0.54,.,52
31,Venezuela,Toco,51,2,13,22,9.32,60,60,240,130,0.54,.,52
31,Venezuela,Toco,52,2,13,2,7.81,54,54,230,120,0.52,.,52
31,Venezuela,Toco,53,2,14,5,9.72,56,56,260,140,0.54,.,52
31,Venezuela,Toco,54,2,14,30,5.83,56,56,230,110,0.48,.,46
31,Venezuela,Toco,55,2,14,28,10.01,59,59,250,140,0.56,.,52
31,Venezuela,Toco,56,2,14,19,3.38,62,62,210,100,0.48,.,52
31,Venezuela,Toco,57,2,15,8,8.79,57,57,250,130,0.52,.,52
31,Venezuela,Toco,58,2,15,3,8.88,56,56,240,130,0.54,.,52
31,Venezuela,Toco,59,2,15,14,4.36,62,62,220,100,0.45,.,52
31,Venezuela,Toco,60,2,15,23,8.88,61,61,220,100,0.45,.,52
31,Venezuela,Toco,61,2,16,7,4.37,55,55,230,110,0.48,.,52
31,Venezuela,Toco,62,2,16,18,8.89,58,58,250,120,0.48,.,52
31,Venezuela,Toco,63,2,16,20,4.38,60,60,240,130,0.54,.,52
31,Venezuela,Toco,64,2,16,29,8.9,58,58,230,130,0.57,.,52
31,Venezuela,Toco,65,3,17,8,4.38,58,58,260,140,0.54,.,52
31,Venezuela,Toco,66,3,17,26,8.91,57,57,250,140,0.56,.,52
31,Venezuela,Toco,67,3,17,1,4.39,57,57,240,130,0.54,.,52
31,Venezuela,Toco,68,3,17,31,8.91,58,58,240,130,0.54,.,52
31,Venezuela,Toco,69,3,18,22,4.4,58,58,250,140,0.56,.,52
31,Venezuela,Toco,70,3,18,9,8.92,59,59,240,130,0.54,.,52
31,Venezuela,Toco,71,3,18,13,4.41,57,57,240,140,0.58,.,52
31,Venezuela,Toco,72,3,18,12,8.93,61,61,240,130,0.54,.,52
31,Venezuela,Toco,73,3,19,17,4.42,56,56,240,130,0.54,.,52
31,Venezuela,Toco,74,3,19,28,8.94,60,60,240,140,0.58,.,52
31,Venezuela,Toco,75,3,19,6,4.43,55,55,230,120,0.52,.,52
31,Venezuela,Toco,76,3,19,23,8.95,60,60,210,100,0.48,.,52
31,Venezuela,Toco,77,3,20,19,4.44,61,61,210,90,0.43,.,52
31,Venezuela,Toco,78,3,20,4,8.15,56,56,230,120,0.52,.,52
31,Venezuela,Toco,79,3,20,2,4.44,54,54,230,120,0.52,.,52
31,Venezuela,Toco,80,3,20,7,8.15,54,54,240,130,0.54,.,52
31,Venezuela,Toco,81,3,21,27,4.45,56,56,240,130,0.54,.,52
31,Venezuela,Toco,82,3,21,30,8.15,51,51,220,110,0.5,.,52
31,Venezuela,Toco,83,3,21,20,4.46,59,59,220,130,0.59,.,52
31,Venezuela,Toco,84,3,21,15,8.15,58,58,230,120,0.52,.,52
31,Venezuela,Toco,85,3,22,21,4.47,60,60,240,120,0.5,.,52
31,Venezuela,Toco,86,3,22,5,8.15,55,55,250,130,0.52,.,52
31,Venezuela,Toco,87,3,22,10,4.48,60,60,250,130,0.52,.,52
31,Venezuela,Toco,88,3,22,14,8.15,61,61,210,110,0.52,.,52
31,Venezuela,Toco,89,3,23,24,4.49,58,58,220,110,0.5,.,52
31,Venezuela,Toco,90,3,23,29,8.15,56,56,230,130,0.57,.,52
31,Venezuela,Toco,91,3,23,32,4.5,57,57,230,120,0.52,.,52
31,Venezuela,Toco,92,3,23,16,8.15,59,59,250,140,0.56,.,52
31,Venezuela,Toco,93,3,24,11,4.51,58,58,240,130,0.54,.,52
31,Venezuela,Toco,94,3,24,3,8.15,57,57,240,130,0.54,.,52
31,Venezuela,Toco,95,3,24,18,4.51,58,58,240,130,0.54,.,52
31,Venezuela,Toco,96,3,24,25,8.15,60,60,250,130,0.52,.,52
32,Mexico,Iguala,1,1,1,20,10.93,.,.,.,.,.,.,.
32,Mexico,Iguala,2,1,1,24,10.37,.,.,.,.,.,.,.
32,Mexico,Iguala,3,1,1,22,11.86,.,.,.,.,.,.,.
32,Mexico,Iguala,4,1,1,4,11.46,.,.,.,.,.,.,.
32,Mexico,Iguala,5,1,2,15,10.6,.,.,.,.,.,.,.
32,Mexico,Iguala,6,1,2,7,10.29,.,.,.,.,.,.,.
32,Mexico,Iguala,7,1,2,21,7.55,.,.,.,.,.,.,.
32,Mexico,Iguala,8,1,2,31,12.15,.,.,.,.,.,.,.
32,Mexico,Iguala,9,1,3,17,8.59,.,.,.,.,.,.,.
32,Mexico,Iguala,10,1,3,18,7.11,.,.,.,.,.,.,.
32,Mexico,Iguala,11,1,3,32,7.46,.,.,.,.,.,.,.
32,Mexico,Iguala,12,1,3,14,7.33,.,.,.,.,.,.,.
32,Mexico,Iguala,13,1,4,29,9.07,.,.,.,.,.,.,.
32,Mexico,Iguala,14,1,4,13,12.94,.,.,.,.,.,.,.
32,Mexico,Iguala,15,1,4,26,10.65,.,.,.,.,.,.,.
32,Mexico,Iguala,16,1,4,1,10.65,.,.,.,.,.,.,.
32,Mexico,Iguala,17,1,5,3,10.48,.,.,.,.,.,.,.
32,Mexico,Iguala,18,1,5,28,10.7,.,.,.,.,.,.,.
32,Mexico,Iguala,19,1,5,19,7.38,.,.,.,.,.,.,.
32,Mexico,Iguala,20,1,5,30,10.81,.,.,.,.,.,.,.
32,Mexico,Iguala,21,1,6,5,11.1,.,.,.,.,.,.,.
32,Mexico,Iguala,22,1,6,16,8.41,.,.,.,.,.,.,.
32,Mexico,Iguala,23,1,6,27,9.05,.,.,.,.,.,.,.
32,Mexico,Iguala,24,1,6,9,8.96,.,.,.,.,.,.,.
32,Mexico,Iguala,25,1,7,10,11.8,.,.,.,.,.,.,.
32,Mexico,Iguala,26,1,7,8,13.11,.,.,.,.,.,.,.
32,Mexico,Iguala,27,1,7,23,8.84,.,.,.,.,.,.,.
32,Mexico,Iguala,28,1,7,25,9.87,.,.,.,.,.,.,.
32,Mexico,Iguala,29,1,8,6,10.4,.,.,.,.,.,.,.
32,Mexico,Iguala,30,1,8,2,11.21,.,.,.,.,.,.,.
32,Mexico,Iguala,31,1,8,12,9.54,.,.,.,.,.,.,.
32,Mexico,Iguala,32,1,8,11,8.97,.,.,.,.,.,.,.
32,Mexico,Iguala,33,2,9,27,10.65,.,.,.,.,.,.,.
32,Mexico,Iguala,34,2,9,13,10.72,.,.,.,.,.,.,.
32,Mexico,Iguala,35,2,9,4,9.02,.,.,.,.,.,.,.
32,Mexico,Iguala,36,2,9,11,10.08,.,.,.,.,.,.,.
32,Mexico,Iguala,37,2,10,30,7.97,.,.,.,.,.,.,.
32,Mexico,Iguala,38,2,10,21,8.26,.,.,.,.,.,.,.
32,Mexico,Iguala,39,2,10,9,8.32,.,.,.,.,.,.,.
32,Mexico,Iguala,40,2,10,17,8.34,.,.,.,.,.,.,.
32,Mexico,Iguala,41,2,11,28,8.59,.,.,.,.,.,.,.
32,Mexico,Iguala,42,2,11,6,10.1,.,.,.,.,.,.,.
32,Mexico,Iguala,43,2,11,29,7.17,.,.,.,.,.,.,.
32,Mexico,Iguala,44,2,11,15,6.78,.,.,.,.,.,.,.
32,Mexico,Iguala,45,2,12,16,6.68,.,.,.,.,.,.,.
32,Mexico,Iguala,46,2,12,7,10.29,.,.,.,.,.,.,.
32,Mexico,Iguala,47,2,12,20,6.98,.,.,.,.,.,.,.
32,Mexico,Iguala,48,2,12,23,3.11,.,.,.,.,.,.,.
32,Mexico,Iguala,49,2,13,12,6.38,.,.,.,.,.,.,.
32,Mexico,Iguala,50,2,13,8,7.6,.,.,.,.,.,.,.
32,Mexico,Iguala,51,2,13,19,3.65,.,.,.,.,.,.,.
32,Mexico,Iguala,52,2,13,5,7.91,.,.,.,.,.,.,.
32,Mexico,Iguala,53,2,14,24,7.74,.,.,.,.,.,.,.
32,Mexico,Iguala,54,2,14,1,7.15,.,.,.,.,.,.,.
32,Mexico,Iguala,55,2,14,3,9.86,.,.,.,.,.,.,.
32,Mexico,Iguala,56,2,14,32,7.86,.,.,.,.,.,.,.
32,Mexico,Iguala,57,2,15,22,5.52,.,.,.,.,.,.,.
32,Mexico,Iguala,58,2,15,25,4.36,.,.,.,.,.,.,.
32,Mexico,Iguala,59,2,15,18,6.59,.,.,.,.,.,.,.
32,Mexico,Iguala,60,2,15,2,7.44,.,.,.,.,.,.,.
32,Mexico,Iguala,61,2,16,26,9.54,.,.,.,.,.,.,.
32,Mexico,Iguala,62,2,16,10,7.2,.,.,.,.,.,.,.
32,Mexico,Iguala,63,2,16,31,10.27,.,.,.,.,.,.,.
32,Mexico,Iguala,64,2,16,14,5.74,.,.,.,.,.,.,.
32,Mexico,Iguala,65,3,17,28,8.56,.,.,.,.,.,.,.
32,Mexico,Iguala,66,3,17,12,8.4,.,.,.,.,.,.,.
32,Mexico,Iguala,67,3,17,20,10.23,.,.,.,.,.,.,.
32,Mexico,Iguala,68,3,17,10,11.6,.,.,.,.,.,.,.
32,Mexico,Iguala,69,3,18,18,10.37,.,.,.,.,.,.,.
32,Mexico,Iguala,70,3,18,30,9.39,.,.,.,.,.,.,.
32,Mexico,Iguala,71,3,18,5,12.88,.,.,.,.,.,.,.
32,Mexico,Iguala,72,3,18,26,12.56,.,.,.,.,.,.,.
32,Mexico,Iguala,73,3,19,2,11.29,.,.,.,.,.,.,.
32,Mexico,Iguala,74,3,19,24,9.73,.,.,.,.,.,.,.
32,Mexico,Iguala,75,3,19,21,8.89,.,.,.,.,.,.,.
32,Mexico,Iguala,76,3,19,16,8.55,.,.,.,.,.,.,.
32,Mexico,Iguala,77,3,20,22,10.77,.,.,.,.,.,.,.
32,Mexico,Iguala,78,3,20,19,5.17,.,.,.,.,.,.,.
32,Mexico,Iguala,79,3,20,15,8.13,.,.,.,.,.,.,.
32,Mexico,Iguala,80,3,20,32,10.39,.,.,.,.,.,.,.
32,Mexico,Iguala,81,3,21,23,5.8,.,.,.,.,.,.,.
32,Mexico,Iguala,82,3,21,31,10.64,.,.,.,.,.,.,.
32,Mexico,Iguala,83,3,21,13,8.94,.,.,.,.,.,.,.
32,Mexico,Iguala,84,3,21,3,9.3,.,.,.,.,.,.,.
32,Mexico,Iguala,85,3,22,25,6.7,.,.,.,.,.,.,.
32,Mexico,Iguala,86,3,22,27,8.12,.,.,.,.,.,.,.
32,Mexico,Iguala,87,3,22,6,8.01,.,.,.,.,.,.,.
32,Mexico,Iguala,88,3,22,14,4.62,.,.,.,.,.,.,.
32,Mexico,Iguala,89,3,23,8,9.51,.,.,.,.,.,.,.
32,Mexico,Iguala,90,3,23,4,7.9,.,.,.,.,.,.,.
32,Mexico,Iguala,91,3,23,1,9.19,.,.,.,.,.,.,.
32,Mexico,Iguala,92,3,23,9,8.74,.,.,.,.,.,.,.
32,Mexico,Iguala,93,3,24,11,11.21,.,.,.,.,.,.,.
32,Mexico,Iguala,94,3,24,17,11.92,.,.,.,.,.,.,.
32,Mexico,Iguala,95,3,24,7,11.12,.,.,.,.,.,.,.
32,Mexico,Iguala,96,3,24,29,7.99,.,.,.,.,.,.,.
